           1          41           4           2
           2           1           4           3
           3           1           4           3
           4           1           4           3
           5           1           4           3
           6           1           4           3
           7           1           4           3
           8           1           4           3
           9           1           4           3
          10           1           4           3
          11           1           4           3
          12           1           4           3
          13           1           4           3
          14           1           4           3
          15           1           4           3
          16           1           4           3
          17           1           4           3
          18           1           4           3
          19           1           4           3
          20           1           4           3
          21           1           4           3
          22           1           4           3
          23           1           4           3
          24           1           4           3
          25           1           4           3
          26           1           4           3
          27           1           4           3
          28           1           4           3
          29           1           4           3
          30           1           4           3
          31           1           4           3
          32           1           4           3
          33           1           4           3
          34           1           4           3
          35           1           4           3
          36           1           4           3
          37           1           4           3
          38           1           4           3
          39           1           4           3
          40           1           4           3
          41           1           4           3
          42           1           4           3
          43           1           4           3
          44           1           4           3
          45           1           4           3
          46           1           4           3
          47           1           4           3
          48           1           4           3
          49           1           4           3
          50           1           4           3
          51           1           4           3
          52           1           4           3
          53           1           4           3
          54           1           4           3
          55           1           4           3
          56           1           4           3
          57           1           4           3
          58           1           4           3
          59           1           4           3
          60           1           4           3
          61           1           4           3
          62           1           4           3
          63           1           4           3
          64           1           4           3
          65           1           4           3
          66           1           4           3
          67           1           4           3
          68           1           4           3
          69           1           4           3
          70           1           4           3
          71           1           4           3
          72           1           4           3
          73           1           4           3
          74           1           4           3
          75           1           4           3
          76           1           4           3
          77           1           4           3
          78           1           4           3
          79           1           4           3
          80          12           4           2
          81           4           4           3
          82           0           4           4
          83           0           4           4
          84           0           4           4
          85           0           4           4
          86           0           4           4
          87           0           4           4
          88           0           4           4
          89           0           4           4
          90           0           4           4
          91           0           4           4
          92           0           4           4
          93           0           4           4
          94           0           4           4
          95           0           4           4
          96           0           4           4
          97           0           4           4
          98           0           4           4
          99           0           4           4
         100           0           4           4
         101           0           4           4
         102           0           4           4
         103           0           4           4
         104           0           4           4
         105           0           4           4
         106           0           4           4
         107           0           4           4
         108           0           4           4
         109           0           4           4
         110           0           4           4
         111           0           4           4
         112           0           4           4
         113           0           4           4
         114           0           4           4
         115           0           4           4
         116           0           4           4
         117           0           4           4
         118           0           4           4
         119           0           4           4
         120           0           4           4
         121           0           4           4
         122           0           4           4
         123           0           4           4
         124           0           4           4
         125           0           4           4
